user_id,post_id,rating
2671,9958,1
2671,9978,1
2671,10222,1
2676,1155,1
2813,7115,1
2813,10225,1
2999,10090,1
2999,10346,1
2999,10375,1
2999,10471,1
3143,1501,1
3143,8031,1
3143,8558,1
3143,8641,1
3143,8651,1
3143,8742,1
3143,8770,1
3143,9248,1
3143,9593,1
3143,9729,1
3143,9908,1
3143,10697,1
3143,11344,1
3163,8985,1
3284,8674,1
3291,8541,1
3291,8647,1
3291,9623,1
3291,9655,1
3291,9682,1
3291,10231,1
3343,10139,1
3490,4933,1
3490,4947,1
3490,5486,1
3490,6995,1
3490,7011,1
3490,7545,1
3490,7881,1
3490,8233,1
3490,8234,1
3490,8269,1
3490,8897,1
3490,9042,1
3490,9467,1
3490,9840,1
3490,9945,1
3490,10448,1
3490,11231,1
3490,11263,1
3490,11359,1
3490,11794,1
3548,9607,1
3560,9928,1
3692,8986,1
3717,2222,1
3717,7727,1
3717,9018,1
3717,9045,1
3717,9610,1
3717,9642,1
3717,9676,1
3717,10015,1
3717,10165,1
3717,10657,1
3717,10686,1
3722,9638,1
3784,1737,1
3784,2714,1
3784,3070,1
3784,9386,1
3784,9476,1
3784,9504,1
3784,9642,1
3815,1748,1
3815,11825,1
3815,11842,1
3829,9606,1
3829,10726,0
3923,3902,1
3923,3985,1
3923,4050,1
3923,4465,1
3927,5096,1
3927,6481,1
3927,9446,1
3927,9655,1
3927,10054,1
3927,10096,1
3927,10612,1
4204,361,1
4211,5259,0
4331,190,1
4331,263,1
4331,269,1
4331,1971,1
4331,3414,1
4331,3926,1
4331,4326,1
4331,4372,1
4331,4583,1
4331,5251,1
4331,5855,1
4331,6018,1
4331,7580,1
4331,7646,1
4331,7941,1
4331,8031,1
4331,8049,1
4331,8052,1
4331,8075,1
4331,8076,1
4331,8101,1
4331,8102,1
4331,8110,1
4331,8168,1
4331,8558,1
4331,8559,1
4331,8568,1
4331,8571,1
4331,8620,1
4331,8742,1
4331,8910,1
4331,8912,1
4331,8928,1
4331,8999,1
4331,9160,1
4331,9296,1
4331,9399,1
4331,9425,1
4331,9501,1
4331,9510,1
4331,9538,1
4331,9643,1
4331,9905,1
4404,9090,1
4404,10341,1
4404,10346,1
4404,10915,1
4404,11087,1
4404,11789,1
4407,9638,1
4407,10288,1
4407,10290,1
4412,725,1
4412,984,1
4412,1004,1
4412,1006,1
4412,1012,1
4412,1020,1
4412,1034,1
4412,1039,1
4412,1103,1
4412,1106,1
4412,1110,1
4412,1112,1
4412,1178,1
4412,1247,1
4412,1311,1
4412,1336,1
4412,1445,1
4412,1509,1
4412,1698,1
4412,1701,1
4412,2043,0
4412,2296,1
4412,2428,1
4412,2501,1
4412,2511,1
4412,3195,1
4412,3379,1
4412,3539,1
4412,3578,1
4412,3601,1
4412,3668,1
4412,3712,1
4412,3763,1
4412,3765,1
4412,3825,1
4412,3882,1
4412,3903,1
4412,3927,1
4412,4118,1
4412,4171,1
4412,4229,1
4412,4355,1
4412,4422,1
4412,4681,1
4412,4696,1
4412,4725,1
4412,5069,1
4412,7115,1
4412,7161,1
4412,7445,1
4412,7736,1
4412,7780,1
4412,8343,1
4412,8358,1
4412,8574,1
4412,8576,1
4412,8670,1
4412,8691,1
4412,8695,1
4412,8724,1
4412,8733,1
4412,8965,1
4412,8976,1
4412,8995,1
4412,9053,1
4412,9090,1
4412,9096,1
4412,9218,1
4412,9220,1
4412,9221,1
4412,9287,1
4412,9365,1
4412,9372,1
4412,9399,1
4412,9567,1
4412,9591,1
4412,9610,1
4412,9635,1
4412,9642,1
4412,9651,1
4412,9652,1
4412,9701,1
4412,9706,1
4412,9707,1
4412,9721,1
4412,9775,1
4412,9789,1
4412,9804,1
4412,9828,1
4412,9833,1
4412,9844,1
4412,9845,1
4412,9941,1
4412,9944,1
4412,9961,1
4412,9991,1
4412,10011,1
4412,10018,1
4412,10020,1
4412,10059,1
4412,10096,1
4412,10101,1
4412,10102,1
4412,10112,1
4412,10116,1
4412,10120,1
4412,10121,1
4412,10124,1
4412,10135,1
4412,10226,1
4412,10227,1
4412,10230,1
4412,10231,1
4412,10253,1
4412,10264,1
4412,10275,1
4412,10341,1
4412,10384,1
4412,10449,1
4412,10481,1
4412,10485,1
4412,10493,1
4412,10498,1
4412,10499,1
4412,10502,1
4412,10507,1
4412,10509,1
4412,10511,1
4412,10520,1
4412,10521,1
4412,10523,1
4412,10524,1
4412,10545,1
4412,10546,1
4412,10588,1
4412,10627,1
4412,10643,1
4412,10666,1
4412,10682,1
4412,10686,1
4412,10691,1
4412,10699,1
4412,10708,1
4412,10726,1
4412,10728,1
4412,10742,1
4412,10744,1
4412,10754,1
4412,10770,1
4412,10790,1
4412,10791,1
4412,10812,1
4412,10838,1
4412,10868,1
4412,10877,1
4412,10878,1
4412,10890,1
4412,10907,1
4412,11024,1
4412,11077,1
4412,11087,1
4412,11089,1
4412,11099,1
4412,11121,1
4412,11137,1
4412,11145,1
4412,11158,1
4412,11183,1
4412,11194,1
4412,11240,1
4412,11265,1
4412,11272,1
4412,11279,1
4412,11292,1
4412,11294,1
4412,11296,1
4412,11299,1
4412,11304,1
4412,11339,1
4412,11341,1
4412,11347,1
4412,11359,1
4412,11371,1
4412,11381,1
4412,11383,1
4412,11400,1
4412,11462,1
4412,11509,1
4412,11534,1
4412,11573,1
4412,11595,1
4412,11635,1
4412,11639,1
4412,11655,1
4412,11778,1
4412,11789,1
4412,11790,1
4412,11794,1
4442,9096,1
4442,11450,1
4570,111,1
4570,4329,1
4570,9657,1
4742,10687,1
4742,11333,1
4742,11337,1
4794,10057,1
4794,10663,1
4794,11468,1
4794,11765,1
4794,11803,1
4794,11864,1
4866,1445,1
4866,3195,1
4866,3795,1
4866,7736,1
4866,8576,1
4866,8995,1
4866,9443,1
4866,9487,1
4866,9655,1
4866,9671,1
4866,9684,1
4866,9732,1
4866,9735,1
4866,9928,1
4866,10004,1
4866,10020,1
4866,10096,1
4866,10102,1
4866,10688,1
4979,5088,1
4979,6724,1
4987,10275,1
5010,5167,1
5081,8825,1
5081,10665,0
5206,7895,1
5206,8730,1
5206,9046,1
5206,9099,1
5206,9231,1
5206,10612,1
5441,7,1
5441,176,0
5441,955,1
5441,1336,1
5441,1653,1
5441,1944,1
5441,2500,1
5441,3654,1
5441,3975,1
5441,4107,1
5441,4392,1
5441,4422,1
5441,4750,1
5441,5109,1
5441,5610,1
5441,5995,1
5441,6724,1
5441,7786,1
5441,7919,1
5441,8437,1
5441,8514,1
5441,8706,1
5441,8728,1
5441,9021,1
5441,9070,1
5441,9089,1
5441,9101,1
5441,9337,1
5441,9386,1
5441,9679,1
5441,9762,1
5441,9999,1
5441,10090,1
5441,10222,1
5441,10230,1
5441,10290,1
5441,10346,1
5441,10612,1
5441,10627,1
5441,10687,0
5441,10691,1
5441,10729,1
5441,10777,1
5441,11024,1
5541,5489,1
5692,9287,1
5692,10687,1
5784,11334,1
5819,5034,1
5819,9644,1
5819,10230,1
5819,11211,1
5819,11407,1
5820,4614,1
5820,4939,1
5820,7047,1
5820,7740,1
5820,8298,1
5820,9042,1
5820,9395,1
5820,10608,1
5820,10645,1
5825,1196,1
5924,725,1
5924,1118,1
5924,1733,1
5924,5935,1
5924,6112,1
5924,8598,1
5924,8684,1
5924,9086,1
5924,9089,1
5924,9280,1
5924,9657,1
5924,9759,1
5924,10510,1
5924,10521,1
5924,10627,1
5924,10812,1
6154,5083,1
6154,5610,1
6458,3763,0
6487,9218,1
6548,3058,1
6649,855,1
6676,8110,1
6688,6724,1
6688,8861,1
6688,9607,1
6688,10812,1
6688,11375,1
6745,3812,1
6873,2699,1
6873,2765,1
6873,7919,1
6873,8706,1
6893,3672,1
6893,3926,0
6893,7646,1
6893,7885,1
6893,8742,1
6893,9399,1
6893,9708,1
6893,10612,1
6893,10667,1
6991,1411,1
6993,7895,1
7106,669,1
7137,9096,1
7312,8855,1
7318,251,1
7370,9680,1
7370,11339,1
7383,8027,1
7419,1398,1
7419,1781,1
7419,6803,1
7419,7852,1
7419,7884,1
7419,8606,1
7419,9392,1
7419,10687,1
7419,10691,1
7419,11334,1
7419,11341,1
7419,11371,1
7419,11842,1
7443,5545,0
7443,9638,1
7443,9892,0
7489,9062,1
7489,9489,1
7489,9935,1
7529,4000,0
7529,8687,1
7529,9278,1
7529,10687,0
7529,11489,1
7529,11511,1
7529,11639,1
7529,11661,1
7717,9638,1
7870,650,1
7870,1165,1
7870,3672,1
7870,7445,1
7870,8872,1
7870,9890,1
7870,10772,1
7870,10834,1
7876,11820,1
8104,9638,1
8107,9638,1
8111,9638,1
8112,9638,1
8120,553,1
8120,722,1
8120,812,1
8120,1299,1
8120,1482,1
8120,1727,0
8120,1741,1
8120,1837,1
8120,1969,1
8120,2230,1
8120,2438,1
8120,2500,1
8120,2524,1
8120,2664,1
8120,2749,1
8120,2765,0
8120,3116,1
8120,3554,1
8120,3621,0
8120,3707,1
8120,3709,1
8120,3713,1
8120,3952,1
8120,3969,1
8120,4015,1
8120,4019,1
8120,4025,1
8120,4049,1
8120,4051,1
8120,4231,1
8120,4596,1
8120,4943,1
8120,5109,1
8120,5565,1
8120,5650,1
8120,5995,1
8120,6525,1
8120,6682,1
8120,7115,1
8120,7160,1
8120,7551,1
8120,7731,1
8120,7794,1
8120,8027,1
8120,8045,1
8120,8168,1
8120,8339,1
8120,8379,1
8120,8476,0
8120,8535,1
8120,8536,0
8120,8576,1
8120,8583,1
8120,8691,1
8120,8724,1
8120,8733,1
8120,8756,1
8120,8767,1
8120,8783,1
8120,8973,1
8120,8976,1
8120,8986,1
8120,8995,1
8120,9018,1
8120,9055,1
8120,9063,1
8120,9225,1
8120,9348,1
8120,9366,1
8120,9390,1
8120,9409,1
8120,9446,1
8120,9450,1
8120,9458,1
8120,9461,1
8120,9487,1
8120,9546,1
8120,9548,1
8120,9597,1
8120,9607,1
8120,9642,1
8120,9644,1
8120,9653,0
8120,9655,1
8120,9671,1
8120,9677,1
8120,9684,1
8120,9689,1
8120,9732,1
8120,9735,1
8120,9741,1
8120,9845,1
8120,10009,1
8120,10088,1
8120,10090,1
8120,10222,1
8120,10230,1
8120,10335,1
8120,10346,1
8120,10419,1
8120,10438,1
8120,10445,1
8120,10612,1
8120,10686,0
8120,10698,0
8120,10777,1
8120,10912,1
8120,11024,1
8120,11054,1
8120,11212,1
8120,11226,0
8120,11295,1
8120,11339,1
8120,11361,0
8120,11370,0
8120,11489,1
8120,11511,1
8120,11728,1
8120,11738,1
8120,11897,1
8123,9644,0
8205,722,1
8216,10076,0
8230,6724,1
8230,8027,1
8230,11527,1
8230,11654,1
8240,146,1
8240,1483,1
8240,1836,1
8240,7829,1
8240,8676,1
8240,9070,1
8240,9655,1
8240,9668,1
8240,9671,1
8240,9821,1
8240,10275,1
8241,1964,0
8301,10011,0
8301,10076,1
8301,11511,1
8399,71,1
8406,2225,1
8406,3793,1
8406,7586,1
8406,7955,1
8406,8093,1
8406,8171,1
8406,8375,1
8406,8393,1
8406,8784,1
8406,9276,1
8406,9607,1
8406,9638,1
8406,9644,0
8406,9696,1
8406,9720,1
8406,9770,0
8406,9928,1
8406,10083,1
8406,10096,1
8406,10226,1
8406,10230,0
8406,10338,1
8406,10663,1
8406,10671,1
8472,9657,1
8473,4883,1
8473,9657,0
8509,8750,1
8509,10096,0
8524,8239,0
8648,2664,1
8648,3975,1
8648,4945,1
8648,5425,1
8648,6112,1
8648,7259,1
8648,7714,1
8648,7741,1
8648,8088,1
8648,8502,1
8648,8580,1
8648,8855,1
8648,8965,1
8648,9009,1
8648,9207,1
8648,9295,1
8648,9429,1
8648,9554,1
8648,9837,1
8648,9844,1
8648,9958,1
8648,10439,1
8648,10523,1
8648,10643,1
8648,10730,1
8648,10812,1
8648,11072,1
8648,11296,1
8648,11341,1
8648,11400,1
8648,11522,1
8648,11825,1
8695,6479,0
8695,9297,1
8695,9862,1
8746,157,1
8746,8723,1
8746,8806,1
8746,9607,1
8763,8027,1
8763,9655,1
8832,9225,1
8892,5777,0
8918,9261,0
8918,10643,1
8918,11842,1
8919,9258,1
8919,9662,1
8928,4111,1
9006,9052,1
9006,9638,1
9099,812,1
9099,8027,1
9099,8563,1
9099,9386,1
9221,11344,1
9240,1748,1
9240,9606,1
9240,9607,1
9274,8706,1
9274,9597,1
9274,10510,1
9274,10812,1
9274,11522,1
9280,251,1
9280,3614,1
9280,3788,1
9280,4533,1
9280,4813,1
9280,6604,1
9280,8410,1
9280,8575,1
9280,8609,1
9280,8784,1
9280,8825,1
9280,9021,1
9280,9099,1
9280,9104,1
9280,9345,1
9280,9912,1
9280,10231,1
9280,10321,1
9280,10481,1
9280,10772,1
9281,10124,1
9281,10222,1
9281,10227,1
9281,10669,1
9281,10682,1
9282,35,0
9282,812,0
9282,2500,0
9282,2664,0
9282,9565,1
9282,9848,1
9282,10852,1
9282,11307,1
9302,11211,1
9303,10785,1
9372,4077,1
9372,7895,1
9372,7919,1
9372,9980,1
9372,11519,0
9373,4229,1
9373,4945,1
9373,6112,1
9373,7259,1
9373,7714,1
9373,8855,1
9373,9429,1
9373,9554,1
9373,9837,1
9373,9958,0
9373,10510,1
9373,10523,1
9373,10812,1
9373,11295,1
9400,251,1
9400,9446,1
9400,9665,1
9424,35,1
9424,1944,1
9424,9603,1
9424,9642,0
9447,4229,1
9447,4945,1
9447,6112,1
9447,7259,1
9447,7714,1
9447,8855,1
9447,9429,1
9447,9837,1
9447,10510,1
9447,10812,1
9447,11522,1
9447,11990,0
9448,8935,1
9448,9440,1
9448,9837,1
9448,9928,1
9448,10510,1
9448,10627,1
9448,10812,1
9448,11489,1
9448,11522,1
9448,11661,1
9448,11778,1
9452,9905,1
9452,11806,1
9456,11842,1
9458,9651,0
9459,9379,1
9459,10870,1
9462,1039,1
9462,8563,1
9462,8576,1
9476,885,1
9476,1869,1
9476,5109,1
9476,5376,1
9476,5565,1
9476,8171,1
9476,9775,1
9476,10643,1
9476,10825,1
9476,11341,1
9476,11400,1
9476,11825,1
9518,10603,1
9531,3725,1
9531,11428,0
9572,9693,0
9586,35,1
9586,1969,1
9586,2501,1
9586,4196,1
9586,5083,1
9586,6791,1
9586,9070,1
9586,9074,1
9586,10521,1
9586,10673,1
9586,10691,1
9586,11638,1
9586,11709,1
9614,9966,0
9661,3118,0
9723,10945,0
9727,1748,1
9727,1836,1
9727,2666,1
9727,3409,1
9727,3725,1
9727,7364,1
9727,7639,1
9727,7787,1
9727,8117,0
9727,9386,1
9727,9399,1
9727,10096,1
9727,10582,1
9727,10827,1
9727,11538,1
9731,1031,1
9731,3414,1
9731,3669,1
9731,3945,1
9731,4789,1
9731,4875,0
9731,4887,1
9731,5855,1
9731,6836,1
9731,7646,1
9731,7769,1
9731,8031,1
9731,8558,1
9731,9753,1
9731,11116,1
9731,11180,1
9731,11389,1
9732,8461,1
9732,10124,1
9732,10675,1
9735,9657,1
9782,9058,1
9782,9117,1
9782,10777,1
9782,11361,1
9791,104,1
9791,1220,1
9791,1940,1
